player_name,Total_Matches,Total_Bt_Runs,Total_Bt_Balls,Total_Bw_Runs,Total_Bw_Balls,Total_4s,Total_6s,Total_Wkts,Batting_Points,Bowling_Points,Total_Fantasy_Points,FPS_per_Match,Match_Factor,Adjusted_FPS,Strike_Rate,SR_Bonus_Points,Economy_Rate,Econ_Bonus_Points,Enhanced_FPS,Predicted_Fantasy_Score
Shahbaz Ahmed,27,266,222,461,264,11,14,9,305,225,530,19.62962962962963,1.0,19.62962962962963,119.8198198198198,0,10.477272727272728,-2,17.62962962962963,19.76504066950124
Umran Malik,9,19,8,221,131,1,2,5,24,125,149,16.555555555555557,0.9,14.900000000000002,237.5,6,10.122137404580153,-2,18.9,19.757613004142346
At Rayudu,12,158,115,0,0,10,9,0,186,0,186,15.5,1.0,15.5,137.3913043478261,2,,0,17.5,19.644188024938018
Abdul Samad,32,515,342,6,2,33,36,0,620,0,620,19.375,1.0,19.375,150.58479532163742,4,18.0,-6,17.375,19.603233512621323
J Little,11,0,0,331,236,0,0,11,0,275,275,25.0,1.0,25.0,0.0,-6,8.415254237288135,0,19.0,19.45532772782773
R Powell,11,115,87,16,14,12,6,1,139,25,164,14.909090909090908,1.0,14.909090909090908,132.183908045977,2,6.857142857142857,2,18.909090909090907,19.454092514892555
A Zampa,8,10,17,278,183,0,0,10,10,250,260,32.5,0.8,26.0,58.82352941176471,-4,9.114754098360656,0,22.0,18.920398589700067
Mg Bracewell,5,58,49,95,66,6,1,6,66,150,216,43.2,0.5,21.6,118.36734693877553,0,8.636363636363637,0,21.6,18.472666666666704
K Kartikeya,12,9,12,295,212,1,0,7,10,175,185,15.416666666666666,1.0,15.416666666666666,75.0,0,8.349056603773585,0,15.416666666666666,18.404986772858106
A Mishra,8,19,30,168,127,2,0,8,21,200,221,27.625,0.8,22.1,63.33333333333333,-2,7.937007874015747,0,20.1,18.10705942465595
A Manohar,13,184,164,0,0,9,11,0,215,0,215,16.53846153846154,1.0,16.53846153846154,112.19512195121952,0,,0,16.53846153846154,17.888589489652656
Ramandeep Singh,16,172,100,9,4,6,16,0,210,0,210,13.125,1.0,13.125,172.0,6,13.5,-6,13.125,17.774570991688638
M Theekshana,29,10,27,914,690,0,0,24,10,600,610,21.03448275862069,1.0,21.03448275862069,37.03703703703704,-6,7.947826086956522,0,15.03448275862069,17.587677075772877
K Gowtham,8,61,44,142,113,2,5,3,73,75,148,18.5,0.8,14.8,138.63636363636363,2,7.539823008849558,0,16.8,17.290780824839697
As Joseph,10,7,12,327,214,1,0,8,8,200,208,20.8,1.0,20.8,58.333333333333336,-4,9.168224299065422,0,16.8,17.149592566184776
Mw Short,6,117,99,24,25,15,4,0,140,0,140,23.33333333333333,0.6,13.999999999999998,118.1818181818182,0,5.76,4,18.0,16.33633333333333
N Thushara,8,0,0,263,198,0,0,9,0,225,225,28.125,0.8,22.5,0.0,-6,7.96969696969697,0,16.5,16.20675757575758
Akash Singh,9,0,0,284,184,0,0,9,0,225,225,25.0,0.9,22.5,0.0,-6,9.26086956521739,0,16.5,15.948761904761911
Wd Parnell,7,2,6,230,157,0,0,9,2,225,227,32.42857142857143,0.7,22.7,33.33333333333333,-6,8.789808917197451,0,16.7,14.844555555555562
Aman Hakim Khan,9,110,106,0,0,7,6,0,129,0,129,14.333333333333334,0.9,12.9,103.77358490566036,0,,0,12.9,14.751140982474329
Suyash Sharma,27,0,0,799,569,0,0,18,0,450,450,16.666666666666668,1.0,16.666666666666668,0.0,-6,8.425307557117751,0,10.666666666666668,14.698487772571822
Dj Hooda,27,260,243,43,32,21,6,0,293,0,293,10.851851851851851,1.0,10.851851851851851,106.99588477366255,0,8.0625,0,10.851851851851851,14.508416532007189
Gd Phillips,5,39,22,20,18,2,4,1,49,25,74,14.8,0.5,7.4,177.27272727272728,6,6.666666666666667,2,15.4,14.491000000000033
Phkd Mendis,5,92,72,60,42,7,2,2,103,50,153,30.6,0.5,15.3,127.77777777777776,0,8.571428571428571,0,15.3,14.461000000000055
Mp Yadav,6,0,0,177,129,0,0,9,0,225,225,37.5,0.6,22.5,0.0,-6,8.232558139534884,0,16.5,14.004333333333332
Urvil Patel,3,68,34,0,0,5,6,0,85,0,85,28.33333333333333,0.3,8.5,200.0,6,,0,14.5,13.182999999999975
Sh Johnson,9,8,11,276,172,1,0,5,9,125,134,14.88888888888889,0.9,13.4,72.72727272727273,0,9.627906976744184,0,13.4,13.084016835016886
Anmolpreet Singh,6,110,90,0,0,16,2,0,130,0,130,21.666666666666668,0.6,13.0,122.22222222222224,0,,0,13.0,13.073666666666679
Jg Bethell,2,67,39,0,0,9,3,0,82,0,82,41.0,0.2,8.200000000000001,171.7948717948718,6,,0,14.2,12.637666666666622
As Roy,8,26,23,148,110,3,0,4,29,100,129,16.125,0.8,12.9,113.04347826086956,0,8.072727272727274,0,12.9,12.405170853837559
Hr Shokeen,8,23,19,178,119,4,0,3,27,75,102,12.75,0.8,10.2,121.05263157894736,0,8.974789915966387,0,10.2,11.59716161616159
Pn Mankad,4,93,74,0,0,12,2,0,109,0,109,27.25,0.4,10.9,125.67567567567568,0,,0,10.9,11.535000000000043
Lalit Yadav,8,76,74,170,100,9,0,2,85,50,135,16.875,0.8,13.5,102.7027027027027,0,10.2,-2,11.5,11.391172839506176
Dj Willey,4,35,32,101,94,4,0,3,39,75,114,28.5,0.4,11.4,109.375,0,6.446808510638298,2,13.4,11.17966666666671
Jo Holder,8,12,12,279,176,0,1,4,14,100,114,14.25,0.8,11.4,100.0,0,9.511363636363637,0,11.4,11.047197081930452
Arjun Tendulkar,5,13,9,104,83,0,1,3,15,75,90,18.0,0.5,9.0,144.44444444444443,2,7.518072289156626,0,11.0,10.713333333333338
Zeeshan Ansari,10,0,0,327,209,0,0,6,0,150,150,15.0,1.0,15.0,0.0,-6,9.38755980861244,0,9.0,10.643079365079378
C Bosch,3,47,32,52,45,3,3,1,56,25,81,27.0,0.3,8.1,146.875,2,6.933333333333334,2,12.1,10.570999999999957
N Burger,5,0,0,138,105,0,0,7,0,175,175,35.0,0.5,17.5,0.0,-6,7.885714285714286,0,11.5,10.460666666666667
Harpreet Singh,5,103,93,0,0,10,3,0,119,0,119,23.8,0.5,11.9,110.752688172043,0,,0,11.9,10.330333333333343
Rp Meredith,5,0,2,198,126,0,0,7,0,175,175,35.0,0.5,17.5,0.0,-6,9.428571428571429,0,11.5,10.325999999999999
Vivrant Sharma,2,69,49,34,21,9,2,0,82,0,82,41.0,0.2,8.200000000000001,140.81632653061226,2,9.714285714285714,0,10.2,10.274666666666633
N Jagadeesan,6,89,84,0,0,14,1,0,105,0,105,17.5,0.6,10.5,105.95238095238096,0,,0,10.5,10.230666666666677
R Dhawan,6,20,12,94,61,1,1,1,23,25,48,8.0,0.6,4.8,166.66666666666669,4,9.245901639344265,0,8.8,10.056333333333365
Simarjeet Singh,8,3,7,251,143,0,0,7,3,175,178,22.25,0.8,17.8,42.85714285714285,-6,10.531468531468532,-2,9.8,9.909333333333358
Kt Maphaka,4,8,3,138,71,2,0,2,10,50,60,15.0,0.4,6.0,266.66666666666663,6,11.661971830985914,-4,8.0,9.69966666666668
Ss Prabhudessai,5,59,51,0,0,4,2,0,67,0,67,13.4,0.5,6.7,115.68627450980394,0,,0,6.7,9.591333333333356
Mohammad Nabi,7,35,31,109,74,2,2,2,41,50,91,13.0,0.7,9.1,112.90322580645164,0,8.837837837837837,0,9.1,9.524042648709296
Kr Sen,5,0,0,142,98,0,0,6,0,150,150,30.0,0.5,15.0,0.0,-6,8.693877551020408,0,9.0,9.078666666666667
S Sandeep Warrier,5,0,0,115,70,0,0,6,0,150,150,30.0,0.5,15.0,0.0,-6,9.857142857142858,0,9.0,8.964666666666666
V Puthur,5,0,0,108,73,0,0,6,0,150,150,30.0,0.5,15.0,0.0,-6,8.876712328767123,0,9.0,8.950333333333331
Sk Rasheed,5,71,67,0,0,9,2,0,84,0,84,16.8,0.5,8.4,105.97014925373134,0,,0,8.4,8.708333333333359
Pvd Chameera,7,10,14,236,130,0,0,4,10,100,110,15.714285714285714,0.7,10.999999999999998,71.42857142857143,0,10.892307692307693,-2,8.999999999999998,8.306000000000006
Pbb Rajapaksa,4,71,64,0,0,6,2,0,81,0,81,20.25,0.4,8.1,110.9375,0,,0,8.1,8.073333333333325
Dg Nalkande,4,12,12,86,56,0,1,4,14,100,114,28.5,0.4,11.4,100.0,0,9.214285714285714,0,11.4,7.263333333333339
T Kohler-Cadmore,3,48,54,0,0,7,1,0,57,0,57,19.0,0.3,5.7,88.88888888888889,0,,0,5.7,6.81466666666669
Rjw Topley,6,3,6,217,125,0,0,5,3,125,128,21.33333333333333,0.6,12.8,50.0,-4,10.416,-2,6.799999999999999,6.758333333333312
Ka Jamieson,4,0,5,143,94,0,0,5,0,125,125,31.25,0.4,12.5,0.0,-6,9.127659574468083,0,6.5,6.548666666666667
Au Rashid,2,22,17,56,42,2,1,2,26,50,76,38.0,0.2,7.6,129.41176470588235,0,8.0,0,7.6,6.536333333333312
Sn Khan,4,53,62,0,0,4,1,0,59,0,59,14.75,0.4,5.9,85.48387096774194,0,,0,5.9,6.459333333333362
Rv Patel,4,49,44,0,0,3,1,0,54,0,54,13.5,0.4,5.4,111.36363636363636,0,,0,5.4,6.437333333333359
Vishnu Vinod,3,37,32,0,0,2,2,0,43,0,43,14.333333333333334,0.3,4.3,115.625,0,,0,4.3,6.229999999999998
Fazalhaq Farooqi,9,3,7,319,190,0,0,4,3,100,103,11.444444444444445,0.9,10.3,42.85714285714285,-6,10.073684210526316,-2,2.3000000000000007,6.184999999999985
Xc Bartlett,4,11,15,96,60,1,0,2,12,50,62,15.5,0.4,6.2,73.33333333333333,0,9.6,0,6.2,5.660333333333335
P Dubey,2,16,20,38,31,2,0,2,18,50,68,34.0,0.2,6.800000000000001,80.0,0,7.354838709677419,0,6.800000000000001,4.972999999999985
Sanvir Singh,5,25,22,0,0,2,1,0,29,0,29,5.8,0.5,2.9,113.63636363636364,0,,0,2.9,4.740333333333344
Rj Gleeson,3,2,2,105,73,0,0,2,2,50,52,17.333333333333332,0.3,5.199999999999999,100.0,0,8.63013698630137,0,5.199999999999999,4.417000000000016
V Viyaskanth,3,7,5,86,60,0,0,1,7,25,32,10.666666666666666,0.3,3.2,140.0,2,8.6,0,5.199999999999999,4.166666666666672
Sediqullah Atal,1,22,16,0,0,0,2,0,26,0,26,26.0,0.1,2.6,137.5,2,,0,4.6,3.524333333333342
Aj Hosein,1,16,11,40,24,1,1,1,19,25,44,44.0,0.1,4.4,145.45454545454547,2,10.0,-2,4.4,3.352666666666663
Ks Williamson,2,27,27,0,0,4,0,0,31,0,31,15.5,0.2,3.1,100.0,0,,0,3.1,3.1486666666666783
Md Shanaka,3,26,26,0,0,2,1,0,30,0,30,10.0,0.3,3.0,100.0,0,,0,3.0,3.132666666666671
J Overton,3,15,7,78,41,1,1,0,18,0,18,6.0,0.3,1.7999999999999998,214.28571428571428,6,11.414634146341465,-4,3.8,3.01833333333333
M Siddharth,5,0,0,131,101,0,0,3,0,75,75,15.0,0.5,7.5,0.0,-6,7.782178217821783,0,1.5,2.832333333333333
Mj Henry,4,0,0,108,74,0,0,1,0,25,25,6.25,0.4,2.5,0.0,-6,8.756756756756756,0,-3.5,2.8166666666666647
Km Asif,4,0,2,129,91,0,0,3,0,75,75,18.75,0.4,7.5,0.0,-6,8.505494505494505,0,1.5,2.811999999999999
Pk Garg,2,22,23,0,0,1,0,0,23,0,23,11.5,0.2,2.3000000000000003,95.65217391304348,0,,0,2.3000000000000003,2.7590000000000057
Cj Jordan,6,6,13,228,140,0,0,3,6,75,81,13.5,0.6,8.1,46.15384615384615,-6,9.771428571428572,0,2.1,2.7393333333333416
Bkg Mendis,1,20,11,0,0,1,2,0,25,0,25,25.0,0.1,2.5,181.8181818181818,6,,0,8.5,2.7210000000000067
Prince Yadav,6,5,11,218,144,0,0,3,5,75,80,13.333333333333334,0.6,8.0,45.45454545454545,-6,9.083333333333334,0,2.0,2.6923333333333335
Mayank Dagar,8,0,1,198,138,0,0,2,0,50,50,6.25,0.8,5.0,0.0,-6,8.608695652173912,0,-1.0,2.6838787878787875
C Sakariya,3,4,6,120,74,1,0,3,5,75,80,26.666666666666668,0.3,8.0,66.66666666666666,-2,9.72972972972973,0,6.0,2.6320000000000063
Aj Turner,2,21,20,0,0,0,2,0,25,0,25,12.5,0.2,2.5,105.0,0,,0,2.5,2.5176666666666705
Tanush Kotian,1,24,32,0,0,3,0,0,27,0,27,27.0,0.1,2.7,75.0,0,,0,2.7,2.4273333333333427
Kartik Tyagi,4,0,0,134,70,0,0,1,0,25,25,6.25,0.4,2.5,0.0,-6,11.485714285714286,-4,-7.5,2.295666666666665
L Wood,2,9,3,91,38,0,1,1,11,25,36,18.0,0.2,3.6,300.0,6,14.36842105263158,-6,3.6,2.2596666666666736
Pvsn Raju,2,1,1,48,29,0,0,1,1,25,26,13.0,0.2,2.6,100.0,0,9.93103448275862,0,2.6,2.2423333333333426
Harsh Dubey,3,0,0,97,61,0,0,5,0,125,125,41.66666666666666,0.3,12.499999999999998,0.0,-6,9.540983606557376,0,6.499999999999998,2.2376666666666667
D Wiese,3,21,11,38,18,0,3,0,27,0,27,9.0,0.3,2.7,190.9090909090909,6,12.666666666666666,-6,2.6999999999999997,2.0116666666666676
Saurav Chauhan,3,18,16,0,0,1,1,0,21,0,21,7.0,0.3,2.1,112.5,0,,0,2.1,1.9996666666666738
Ra Bawa,1,8,4,0,0,0,0,0,8,0,8,8.0,0.1,0.8,200.0,6,,0,6.8,1.685333333333337
Mp Breetzke,1,14,12,0,0,1,1,0,17,0,17,17.0,0.1,1.7000000000000002,116.66666666666669,0,,0,1.7000000000000002,1.6076666666666644
Mandeep Singh,3,14,16,0,0,0,1,0,16,0,16,5.333333333333333,0.3,1.6,87.5,0,,0,1.6,1.5743333333333331
W O'Rourke,3,0,0,129,64,0,0,6,0,150,150,50.0,0.3,15.0,0.0,-6,12.09375,-6,3.0,1.3439999999999999
Ka Maharaj,2,1,2,39,36,0,0,2,1,50,51,25.5,0.2,5.1000000000000005,50.0,-4,6.5,2,3.1000000000000005,1.2400000000000013
Km Jadhav,1,12,10,0,0,1,0,0,13,0,13,13.0,0.1,1.3,120.0,0,,0,1.3,1.17866666666667
Aa Kulkarni,2,9,8,0,0,2,0,0,11,0,11,5.5,0.2,1.1,112.5,0,,0,1.1,1.1360000000000026
S Gopal,3,0,0,67,42,0,0,3,0,75,75,25.0,0.3,7.5,0.0,-6,9.571428571428571,0,1.5,0.9890000000000001
M Vohra,1,10,11,0,0,1,0,0,11,0,11,11.0,0.1,1.1,90.9090909090909,0,,0,1.1,0.9779999999999995
L Ngidi,2,0,2,81,48,0,0,4,0,100,100,50.0,0.2,10.0,0.0,-6,10.125,-2,2.0,0.9366666666666666
Sz Mulani,2,1,1,54,33,0,0,0,1,0,1,0.5,0.2,0.1,100.0,0,9.818181818181818,0,0.1,0.8959999999999976
Ja Richardson,1,2,2,38,25,0,0,0,2,0,2,2.0,0.1,0.2,100.0,0,9.12,0,0.2,0.5663333333333317
Abdul Basith,1,1,1,0,0,0,0,0,1,0,1,1.0,0.1,0.1,100.0,0,,0,0.1,0.5579999999999989
Liton Das,1,4,4,0,0,1,0,0,5,0,5,5.0,0.1,0.5,100.0,0,,0,0.5,0.47099999999999964
Rs Hangargekar,2,0,0,53,43,0,0,3,0,75,75,37.5,0.2,7.5,0.0,-6,7.395348837209302,0,1.5,0.42599999999999966
Navdeep Saini,1,0,0,39,25,0,0,3,0,75,75,75.0,0.1,7.5,0.0,-6,9.36,0,1.5,0.24000000000000005
Sumit Kumar,3,18,26,36,22,2,1,0,22,0,22,7.333333333333333,0.3,2.2,69.23076923076923,-2,9.818181818181818,0,0.1999999999999997,0.1963333333333335
Yv Dhull,3,16,23,0,0,1,0,0,17,0,17,5.666666666666667,0.3,1.7,69.56521739130434,-2,,0,-0.3,-0.08633333333333364
K Yadav,2,0,0,68,42,0,0,2,0,50,50,25.0,0.2,5.0,0.0,-6,9.714285714285714,0,-1.0,-0.4860000000000002
Arshad Khan (2),1,5,4,22,13,1,0,0,6,0,6,6.0,0.1,0.6000000000000001,125.0,0,10.153846153846157,-2,-1.4,-0.7070000000000024
D Ferreira,3,9,14,0,0,0,0,0,9,0,9,3.0,0.3,0.8999999999999999,64.28571428571429,-2,,0,-1.1,-1.073666666666669
Je Root,2,10,15,14,12,1,0,0,11,0,11,5.5,0.2,1.1,66.66666666666666,-2,7.0,0,-0.8999999999999999,-1.451666666666673
V Kaverappa,1,0,0,36,24,0,0,2,0,50,50,50.0,0.1,5.0,0.0,-6,9.0,0,-1.0,-1.4946666666666664
Lb Williams,2,1,2,61,42,0,0,1,1,25,26,13.0,0.2,2.6,50.0,-4,8.714285714285714,0,-1.4,-1.642333333333328
Shivam Singh,1,2,3,0,0,0,0,0,2,0,2,2.0,0.1,0.2,66.66666666666666,-2,,0,-1.8,-1.7313333333333394
Gulbadin Naib,2,19,15,12,6,1,1,0,22,0,22,11.0,0.2,2.2,126.66666666666666,0,12.0,-6,-3.8,-1.8749999999999996
K Khejroliya,3,0,0,90,47,0,0,3,0,75,75,25.0,0.3,7.5,0.0,-6,11.48936170212766,-4,-2.5,-1.9046666666666665
Ks Sharma,2,12,21,0,0,0,0,0,12,0,12,6.0,0.2,1.2000000000000002,57.14285714285714,-4,,0,-2.8,-2.5196666666666605
D Pretorius,1,0,0,24,28,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,5.142857142857142,4,-2.0,-2.965
Ba Stokes,2,15,15,18,6,2,0,0,17,0,17,8.5,0.2,1.7000000000000002,100.0,0,18.0,-6,-4.3,-3.4109999999999845
Ms Wade,1,4,7,0,0,0,0,0,4,0,4,4.0,0.1,0.4,57.14285714285714,-4,,0,-3.6,-3.4263333333333383
Ssb Magala,2,0,0,50,37,0,0,1,0,25,25,12.5,0.2,2.5,0.0,-6,8.108108108108107,0,-3.5,-3.5513333333333335
Pwa Mulder,1,9,12,16,6,1,0,0,10,0,10,10.0,0.1,1.0,75.0,0,16.0,-6,-5.0,-4.575333333333339
J Yadav,1,0,0,26,24,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,6.5,2,-4.0,-4.617666666666667
M Tiwari,2,3,4,14,6,0,0,0,3,0,3,1.5,0.2,0.3,75.0,0,14.0,-6,-5.7,-4.770000000000012
Kumar Kushagra,3,3,7,0,0,0,0,0,3,0,3,1.0,0.3,0.3,42.85714285714285,-6,,0,-5.7,-5.241333333333353
R Minz,2,6,16,0,0,0,0,0,6,0,6,3.0,0.2,0.6000000000000001,37.5,-6,,0,-5.4,-5.285333333333354
S Joseph,1,0,0,37,30,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,7.4,0,-6.0,-5.293333333333333
Rk Bhui,2,3,9,0,0,0,0,0,3,0,3,1.5,0.2,0.3,33.33333333333333,-6,,0,-5.7,-5.5846666666666875
R Goyal,1,0,0,33,24,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,8.25,0,-6.0,-5.5969999999999995
Br Sharath,1,2,5,0,0,0,0,0,2,0,2,2.0,0.1,0.2,40.0,-6,,0,-5.8,-5.767333333333324
D Jansen,1,0,0,49,28,0,0,1,0,25,25,25.0,0.1,2.5,0.0,-6,10.5,-2,-5.5,-5.845
Ms Bhandage,1,1,4,0,0,0,0,0,1,0,1,1.0,0.1,0.1,25.0,-6,,0,-5.9,-5.855000000000014
Mj Owen,1,0,2,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,,0,-6.0,-5.895333333333334
Ks Rathore,1,0,5,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,,0,-6.0,-5.939666666666667
Tg Southee,2,0,0,79,36,0,0,2,0,50,50,25.0,0.2,5.0,0.0,-6,13.166666666666666,-6,-7.0,-5.945333333333335
Mujeeb Ur Rahman,1,0,0,23,13,0,0,1,0,25,25,25.0,0.1,2.5,0.0,-6,10.615384615384617,-2,-5.5,-6.0516666666666685
Mukesh Choudhary,3,0,0,97,43,0,0,1,0,25,25,8.333333333333334,0.3,2.5,0.0,-6,13.534883720930232,-6,-9.5,-6.480000000000002
Oc Mccoy,1,0,0,12,7,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,10.285714285714285,-2,-8.0,-7.248666666666668
Suryansh Shedge,3,7,12,39,19,0,0,0,7,0,7,2.333333333333333,0.3,0.7000000000000001,58.333333333333336,-4,12.31578947368421,-6,-9.3,-8.438666666666673
H Sharma,2,0,0,57,30,0,0,0,0,0,0,0.0,0.2,0.0,0.0,-6,11.4,-4,-10.0,-9.357000000000001
Musheer Khan,1,0,3,27,12,0,0,1,0,25,25,25.0,0.1,2.5,0.0,-6,13.5,-6,-9.5,-9.399000000000004
Mohit Rathee,1,1,2,29,12,0,0,0,1,0,1,1.0,0.1,0.1,50.0,-4,14.5,-6,-9.9,-9.423333333333357
Mj Suthar,1,1,2,26,12,0,0,0,1,0,1,1.0,0.1,0.1,50.0,-4,13.0,-6,-9.9,-9.455666666666703
Gurnoor Brar,1,0,0,39,21,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,11.142857142857142,-4,-10.0,-9.652333333333337
Na Saini,1,0,0,31,15,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,12.4,-6,-12.0,-10.644666666666676
Karim Janat,1,0,0,30,6,0,0,0,0,0,0,0.0,0.1,0.0,0.0,-6,30.0,-6,-12.0,-10.926666666666668
M Ashwin,2,0,0,52,25,0,0,0,0,0,0,0.0,0.2,0.0,0.0,-6,12.48,-6,-12.0,-11.063000000000004
